Feature,Category
ORIGIN_AIRPORT_ID,13252
ORIGIN_AIRPORT_ID,13256
ORIGIN_AIRPORT_ID,13264
ORIGIN_AIRPORT_ID,13269
ORIGIN_AIRPORT_ID,13277
ORIGIN_AIRPORT_ID,13282
ORIGIN_AIRPORT_ID,13289
ORIGIN_AIRPORT_ID,13290
ORIGIN_AIRPORT_ID,13292
ORIGIN_AIRPORT_ID,13296
ORIGIN_AIRPORT_ID,13303
ORIGIN_AIRPORT_ID,13306
ORIGIN_AIRPORT_ID,13342
ORIGIN_AIRPORT_ID,13344
ORIGIN_AIRPORT_ID,13347
ORIGIN_AIRPORT_ID,13348
ORIGIN_AIRPORT_ID,13360
ORIGIN_AIRPORT_ID,13367
ORIGIN_AIRPORT_ID,13369
ORIGIN_AIRPORT_ID,13370
ORIGIN_AIRPORT_ID,13375
ORIGIN_AIRPORT_ID,13377
ORIGIN_AIRPORT_ID,13381
ORIGIN_AIRPORT_ID,13388
ORIGIN_AIRPORT_ID,13398
ORIGIN_AIRPORT_ID,13408
ORIGIN_AIRPORT_ID,13415
ORIGIN_AIRPORT_ID,13422
ORIGIN_AIRPORT_ID,13424
ORIGIN_AIRPORT_ID,13433
ORIGIN_AIRPORT_ID,13434
ORIGIN_AIRPORT_ID,13439
ORIGIN_AIRPORT_ID,13459
ORIGIN_AIRPORT_ID,13467
ORIGIN_AIRPORT_ID,13472
ORIGIN_AIRPORT_ID,13476
ORIGIN_AIRPORT_ID,13484
ORIGIN_AIRPORT_ID,13485
ORIGIN_AIRPORT_ID,13486
ORIGIN_AIRPORT_ID,13487
ORIGIN_AIRPORT_ID,13490
ORIGIN_AIRPORT_ID,13495
ORIGIN_AIRPORT_ID,13502
ORIGIN_AIRPORT_ID,13504
ORIGIN_AIRPORT_ID,13514
ORIGIN_AIRPORT_ID,13518
ORIGIN_AIRPORT_ID,13520
ORIGIN_AIRPORT_ID,13532
ORIGIN_AIRPORT_ID,13535
ORIGIN_AIRPORT_ID,13541
ORIGIN_AIRPORT_ID,13543
ORIGIN_AIRPORT_ID,13546
ORIGIN_AIRPORT_ID,13560
ORIGIN_AIRPORT_ID,13564
ORIGIN_AIRPORT_ID,13574
ORIGIN_AIRPORT_ID,13577
ORIGIN_AIRPORT_ID,13579
ORIGIN_AIRPORT_ID,13594
ORIGIN_AIRPORT_ID,13602
ORIGIN_AIRPORT_ID,13604
ORIGIN_AIRPORT_ID,13605
ORIGIN_AIRPORT_ID,13614
ORIGIN_AIRPORT_ID,13625
ORIGIN_AIRPORT_ID,13629
ORIGIN_AIRPORT_ID,13654
ORIGIN_AIRPORT_ID,13676
ORIGIN_AIRPORT_ID,13693
ORIGIN_AIRPORT_ID,13694
ORIGIN_AIRPORT_ID,13704
ORIGIN_AIRPORT_ID,13710
ORIGIN_AIRPORT_ID,13715
ORIGIN_AIRPORT_ID,13744
ORIGIN_AIRPORT_ID,13746
ORIGIN_AIRPORT_ID,13767
ORIGIN_AIRPORT_ID,13768
ORIGIN_AIRPORT_ID,13770
ORIGIN_AIRPORT_ID,13795
ORIGIN_AIRPORT_ID,13796
ORIGIN_AIRPORT_ID,13799
ORIGIN_AIRPORT_ID,13806
ORIGIN_AIRPORT_ID,13826
ORIGIN_AIRPORT_ID,13829
ORIGIN_AIRPORT_ID,13830
ORIGIN_AIRPORT_ID,13832
ORIGIN_AIRPORT_ID,13851
ORIGIN_AIRPORT_ID,13853
ORIGIN_AIRPORT_ID,13862
ORIGIN_AIRPORT_ID,13863
ORIGIN_AIRPORT_ID,13871
ORIGIN_AIRPORT_ID,13873
ORIGIN_AIRPORT_ID,13891
ORIGIN_AIRPORT_ID,13894
ORIGIN_AIRPORT_ID,13899
ORIGIN_AIRPORT_ID,13900
ORIGIN_AIRPORT_ID,13908
ORIGIN_AIRPORT_ID,13930
ORIGIN_AIRPORT_ID,13931
ORIGIN_AIRPORT_ID,13933
ORIGIN_AIRPORT_ID,13934
ORIGIN_AIRPORT_ID,13935
ORIGIN_AIRPORT_ID,13942
ORIGIN_AIRPORT_ID,13943
ORIGIN_AIRPORT_ID,13945
ORIGIN_AIRPORT_ID,13952
ORIGIN_AIRPORT_ID,13964
ORIGIN_AIRPORT_ID,13968
ORIGIN_AIRPORT_ID,13970
ORIGIN_AIRPORT_ID,13983
ORIGIN_AIRPORT_ID,13984
ORIGIN_AIRPORT_ID,13988
ORIGIN_AIRPORT_ID,14004
ORIGIN_AIRPORT_ID,14006
ORIGIN_AIRPORT_ID,14012
ORIGIN_AIRPORT_ID,14022
ORIGIN_AIRPORT_ID,14025
ORIGIN_AIRPORT_ID,14027
ORIGIN_AIRPORT_ID,14028
ORIGIN_AIRPORT_ID,14046
ORIGIN_AIRPORT_ID,14051
ORIGIN_AIRPORT_ID,14054
ORIGIN_AIRPORT_ID,14057
ORIGIN_AIRPORT_ID,14062
ORIGIN_AIRPORT_ID,14065
ORIGIN_AIRPORT_ID,14066
ORIGIN_AIRPORT_ID,14081
ORIGIN_AIRPORT_ID,14082
ORIGIN_AIRPORT_ID,14088
ORIGIN_AIRPORT_ID,14092
ORIGIN_AIRPORT_ID,14098
ORIGIN_AIRPORT_ID,14100
ORIGIN_AIRPORT_ID,14102
ORIGIN_AIRPORT_ID,14107
ORIGIN_AIRPORT_ID,14108
ORIGIN_AIRPORT_ID,14109
ORIGIN_AIRPORT_ID,14112
ORIGIN_AIRPORT_ID,14113
ORIGIN_AIRPORT_ID,14119
ORIGIN_AIRPORT_ID,14120
ORIGIN_AIRPORT_ID,14122
ORIGIN_AIRPORT_ID,14125
ORIGIN_AIRPORT_ID,14130
ORIGIN_AIRPORT_ID,14131
ORIGIN_AIRPORT_ID,14132
ORIGIN_AIRPORT_ID,14150
ORIGIN_AIRPORT_ID,14153
ORIGIN_AIRPORT_ID,14166
ORIGIN_AIRPORT_ID,14167
ORIGIN_AIRPORT_ID,14186
ORIGIN_AIRPORT_ID,14193
ORIGIN_AIRPORT_ID,14207
ORIGIN_AIRPORT_ID,14210
ORIGIN_AIRPORT_ID,14218
ORIGIN_AIRPORT_ID,14222
ORIGIN_AIRPORT_ID,14228
ORIGIN_AIRPORT_ID,14229
ORIGIN_AIRPORT_ID,14231
ORIGIN_AIRPORT_ID,14234
ORIGIN_AIRPORT_ID,14237
ORIGIN_AIRPORT_ID,14239
ORIGIN_AIRPORT_ID,14252
ORIGIN_AIRPORT_ID,14254
ORIGIN_AIRPORT_ID,14256
ORIGIN_AIRPORT_ID,14259
ORIGIN_AIRPORT_ID,14262
ORIGIN_AIRPORT_ID,14268
ORIGIN_AIRPORT_ID,14270
ORIGIN_AIRPORT_ID,14273
ORIGIN_AIRPORT_ID,14275
ORIGIN_AIRPORT_ID,14276
ORIGIN_AIRPORT_ID,14278
ORIGIN_AIRPORT_ID,14282
ORIGIN_AIRPORT_ID,14286
ORIGIN_AIRPORT_ID,14288
ORIGIN_AIRPORT_ID,14293
ORIGIN_AIRPORT_ID,14299
ORIGIN_AIRPORT_ID,14303
ORIGIN_AIRPORT_ID,14306
ORIGIN_AIRPORT_ID,14307
ORIGIN_AIRPORT_ID,14309
ORIGIN_AIRPORT_ID,14312
ORIGIN_AIRPORT_ID,14314
ORIGIN_AIRPORT_ID,14321
ORIGIN_AIRPORT_ID,14323
ORIGIN_AIRPORT_ID,14380
ORIGIN_AIRPORT_ID,14412
ORIGIN_AIRPORT_ID,14451
ORIGIN_AIRPORT_ID,14457
ORIGIN_AIRPORT_ID,14458
ORIGIN_AIRPORT_ID,14468
ORIGIN_AIRPORT_ID,14474
ORIGIN_AIRPORT_ID,14477
ORIGIN_AIRPORT_ID,14485
ORIGIN_AIRPORT_ID,14487
ORIGIN_AIRPORT_ID,14489
ORIGIN_AIRPORT_ID,14492
ORIGIN_AIRPORT_ID,14493
ORIGIN_AIRPORT_ID,14496
ORIGIN_AIRPORT_ID,14512
ORIGIN_AIRPORT_ID,14520
ORIGIN_AIRPORT_ID,14524
ORIGIN_AIRPORT_ID,14534
ORIGIN_AIRPORT_ID,14535
ORIGIN_AIRPORT_ID,14539
ORIGIN_AIRPORT_ID,14543
ORIGIN_AIRPORT_ID,14559
ORIGIN_AIRPORT_ID,14570
ORIGIN_AIRPORT_ID,14574
ORIGIN_AIRPORT_ID,14576
ORIGIN_AIRPORT_ID,14582
ORIGIN_AIRPORT_ID,14583
ORIGIN_AIRPORT_ID,14588
ORIGIN_AIRPORT_ID,14627
ORIGIN_AIRPORT_ID,14628
ORIGIN_AIRPORT_ID,14633
ORIGIN_AIRPORT_ID,14635
ORIGIN_AIRPORT_ID,14637
ORIGIN_AIRPORT_ID,14645
ORIGIN_AIRPORT_ID,14664
ORIGIN_AIRPORT_ID,14674
ORIGIN_AIRPORT_ID,14677
ORIGIN_AIRPORT_ID,14679
ORIGIN_AIRPORT_ID,14681
ORIGIN_AIRPORT_ID,14683
ORIGIN_AIRPORT_ID,14685
ORIGIN_AIRPORT_ID,14689
ORIGIN_AIRPORT_ID,14692
ORIGIN_AIRPORT_ID,14696
ORIGIN_AIRPORT_ID,14698
ORIGIN_AIRPORT_ID,14704
ORIGIN_AIRPORT_ID,14709
ORIGIN_AIRPORT_ID,14711
ORIGIN_AIRPORT_ID,14716
ORIGIN_AIRPORT_ID,14717
ORIGIN_AIRPORT_ID,14718
ORIGIN_AIRPORT_ID,14722
ORIGIN_AIRPORT_ID,14730
ORIGIN_AIRPORT_ID,14733
ORIGIN_AIRPORT_ID,14738
ORIGIN_AIRPORT_ID,14739
ORIGIN_AIRPORT_ID,14745
ORIGIN_AIRPORT_ID,14747
ORIGIN_AIRPORT_ID,14761
ORIGIN_AIRPORT_ID,14771
ORIGIN_AIRPORT_ID,14783
ORIGIN_AIRPORT_ID,14794
ORIGIN_AIRPORT_ID,14797
ORIGIN_AIRPORT_ID,14802
ORIGIN_AIRPORT_ID,14804
ORIGIN_AIRPORT_ID,14805
ORIGIN_AIRPORT_ID,14812
ORIGIN_AIRPORT_ID,14814
ORIGIN_AIRPORT_ID,14816
ORIGIN_AIRPORT_ID,14818
ORIGIN_AIRPORT_ID,14819
ORIGIN_AIRPORT_ID,14824
ORIGIN_AIRPORT_ID,14828
ORIGIN_AIRPORT_ID,14831
ORIGIN_AIRPORT_ID,14832
ORIGIN_AIRPORT_ID,14838
ORIGIN_AIRPORT_ID,14842
ORIGIN_AIRPORT_ID,14843
ORIGIN_AIRPORT_ID,14849
ORIGIN_AIRPORT_ID,14856
ORIGIN_AIRPORT_ID,14863
ORIGIN_AIRPORT_ID,14869
ORIGIN_AIRPORT_ID,14871
ORIGIN_AIRPORT_ID,14875
ORIGIN_AIRPORT_ID,14877
ORIGIN_AIRPORT_ID,14879
ORIGIN_AIRPORT_ID,14880
ORIGIN_AIRPORT_ID,14884
ORIGIN_AIRPORT_ID,14886
ORIGIN_AIRPORT_ID,14893
ORIGIN_AIRPORT_ID,14895
ORIGIN_AIRPORT_ID,14897
ORIGIN_AIRPORT_ID,14905
ORIGIN_AIRPORT_ID,14908
ORIGIN_AIRPORT_ID,14918
ORIGIN_AIRPORT_ID,14919
ORIGIN_AIRPORT_ID,14924
ORIGIN_AIRPORT_ID,14942
ORIGIN_AIRPORT_ID,14943
ORIGIN_AIRPORT_ID,14945
ORIGIN_AIRPORT_ID,14952
ORIGIN_AIRPORT_ID,14955
ORIGIN_AIRPORT_ID,14960
ORIGIN_AIRPORT_ID,14967
ORIGIN_AIRPORT_ID,14986
ORIGIN_AIRPORT_ID,14987
ORIGIN_AIRPORT_ID,14992
ORIGIN_AIRPORT_ID,15008
ORIGIN_AIRPORT_ID,15012
ORIGIN_AIRPORT_ID,15013
ORIGIN_AIRPORT_ID,15016
ORIGIN_AIRPORT_ID,15022
ORIGIN_AIRPORT_ID,15023
ORIGIN_AIRPORT_ID,15024
ORIGIN_AIRPORT_ID,15027
ORIGIN_AIRPORT_ID,15041
ORIGIN_AIRPORT_ID,15048
ORIGIN_AIRPORT_ID,15049
ORIGIN_AIRPORT_ID,15051
ORIGIN_AIRPORT_ID,15052
ORIGIN_AIRPORT_ID,15058
ORIGIN_AIRPORT_ID,15061
ORIGIN_AIRPORT_ID,15070
ORIGIN_AIRPORT_ID,15074
ORIGIN_AIRPORT_ID,15081
ORIGIN_AIRPORT_ID,15084
ORIGIN_AIRPORT_ID,15085
ORIGIN_AIRPORT_ID,15091
ORIGIN_AIRPORT_ID,15092
ORIGIN_AIRPORT_ID,15096
ORIGIN_AIRPORT_ID,15113
ORIGIN_AIRPORT_ID,15115
ORIGIN_AIRPORT_ID,15124
ORIGIN_AIRPORT_ID,15125
ORIGIN_AIRPORT_ID,15136
ORIGIN_AIRPORT_ID,15138
ORIGIN_AIRPORT_ID,15144
ORIGIN_AIRPORT_ID,15147
ORIGIN_AIRPORT_ID,15160
ORIGIN_AIRPORT_ID,15171
ORIGIN_AIRPORT_ID,15174
ORIGIN_AIRPORT_ID,15177
ORIGIN_AIRPORT_ID,15183
ORIGIN_AIRPORT_ID,15192
ORIGIN_AIRPORT_ID,15215
ORIGIN_AIRPORT_ID,15231
ORIGIN_AIRPORT_ID,15232
ORIGIN_AIRPORT_ID,15236
ORIGIN_AIRPORT_ID,15237
ORIGIN_AIRPORT_ID,15245
ORIGIN_AIRPORT_ID,15246
ORIGIN_AIRPORT_ID,15249
ORIGIN_AIRPORT_ID,15250
ORIGIN_AIRPORT_ID,15257
ORIGIN_AIRPORT_ID,15258
ORIGIN_AIRPORT_ID,15277
ORIGIN_AIRPORT_ID,15278
ORIGIN_AIRPORT_ID,15282
ORIGIN_AIRPORT_ID,15293
ORIGIN_AIRPORT_ID,15295
ORIGIN_AIRPORT_ID,15304
ORIGIN_AIRPORT_ID,15306
ORIGIN_AIRPORT_ID,15317
ORIGIN_AIRPORT_ID,15323
ORIGIN_AIRPORT_ID,15342
ORIGIN_AIRPORT_ID,15356
ORIGIN_AIRPORT_ID,15370
ORIGIN_AIRPORT_ID,15374
ORIGIN_AIRPORT_ID,15376
ORIGIN_AIRPORT_ID,15380
ORIGIN_AIRPORT_ID,15381
ORIGIN_AIRPORT_ID,15385
ORIGIN_AIRPORT_ID,15389
ORIGIN_AIRPORT_ID,15401
ORIGIN_AIRPORT_ID,15402
ORIGIN_AIRPORT_ID,15411
ORIGIN_AIRPORT_ID,15412
ORIGIN_AIRPORT_ID,15417
ORIGIN_AIRPORT_ID,15444
ORIGIN_AIRPORT_ID,15446
ORIGIN_AIRPORT_ID,15448
ORIGIN_AIRPORT_ID,15454
ORIGIN_AIRPORT_ID,15455
ORIGIN_AIRPORT_ID,15478
ORIGIN_AIRPORT_ID,15483
ORIGIN_AIRPORT_ID,15497
ORIGIN_AIRPORT_ID,15502
ORIGIN_AIRPORT_ID,15513
ORIGIN_AIRPORT_ID,15548
ORIGIN_AIRPORT_ID,15554
ORIGIN_AIRPORT_ID,15566
ORIGIN_AIRPORT_ID,15567
ORIGIN_AIRPORT_ID,15569
ORIGIN_AIRPORT_ID,15579
ORIGIN_AIRPORT_ID,15581
ORIGIN_AIRPORT_ID,15582
ORIGIN_AIRPORT_ID,15584
ORIGIN_AIRPORT_ID,15595
ORIGIN_AIRPORT_ID,15598
ORIGIN_AIRPORT_ID,15601
ORIGIN_AIRPORT_ID,15607
ORIGIN_AIRPORT_ID,15624
ORIGIN_AIRPORT_ID,15626
ORIGIN_AIRPORT_ID,15627
ORIGIN_AIRPORT_ID,15628
ORIGIN_AIRPORT_ID,15632
ORIGIN_AIRPORT_ID,15643
ORIGIN_AIRPORT_ID,15689
ORIGIN_AIRPORT_ID,15709
ORIGIN_AIRPORT_ID,15718
ORIGIN_AIRPORT_ID,15721
ORIGIN_AIRPORT_ID,15725
ORIGIN_AIRPORT_ID,15741
ORIGIN_AIRPORT_ID,15754
ORIGIN_AIRPORT_ID,15785
ORIGIN_AIRPORT_ID,15793
ORIGIN_AIRPORT_ID,15794
ORIGIN_AIRPORT_ID,15798
ORIGIN_AIRPORT_ID,15838
ORIGIN_AIRPORT_ID,15841
ORIGIN_AIRPORT_ID,15843
ORIGIN_AIRPORT_ID,15853
ORIGIN_AIRPORT_ID,15855
ORIGIN_AIRPORT_ID,15856
ORIGIN_AIRPORT_ID,15861
ORIGIN_AIRPORT_ID,15862
ORIGIN_AIRPORT_ID,15868
ORIGIN_AIRPORT_ID,15885
ORIGIN_AIRPORT_ID,15887
ORIGIN_AIRPORT_ID,15897
ORIGIN_AIRPORT_ID,15917
ORIGIN_AIRPORT_ID,15919
ORIGIN_AIRPORT_ID,15923
ORIGIN_AIRPORT_ID,15991
ORIGIN_AIRPORT_ID,15994
ORIGIN_AIRPORT_ID,16042
ORIGIN_AIRPORT_ID,16063
ORIGIN_AIRPORT_ID,16078
ORIGIN_AIRPORT_ID,16085
ORIGIN_AIRPORT_ID,16097
ORIGIN_AIRPORT_ID,16101
ORIGIN_AIRPORT_ID,16115
ORIGIN_AIRPORT_ID,16133
ORIGIN_AIRPORT_ID,16149
ORIGIN_AIRPORT_ID,16159
ORIGIN_AIRPORT_ID,16163
ORIGIN_AIRPORT_ID,16171
ORIGIN_AIRPORT_ID,16173
ORIGIN_AIRPORT_ID,16178
ORIGIN_AIRPORT_ID,16191
ORIGIN_AIRPORT_ID,16215
ORIGIN_AIRPORT_ID,16217
ORIGIN_AIRPORT_ID,16218
ORIGIN_AIRPORT_ID,16229
ORIGIN_AIRPORT_ID,16232
ORIGIN_AIRPORT_ID,16233
ORIGIN_AIRPORT_ID,16242
ORIGIN_AIRPORT_ID,16250
ORIGIN_AIRPORT_ID,16252
ORIGIN_AIRPORT_ID,16253
ORIGIN_AIRPORT_ID,16254
ORIGIN_AIRPORT_ID,16257
ORIGIN_AIRPORT_ID,16263
ORIGIN_AIRPORT_ID,16267
ORIGIN_AIRPORT_ID,16268
ORIGIN_AIRPORT_ID,16271
ORIGIN_AIRPORT_ID,16293
ORIGIN_AIRPORT_ID,16304
ORIGIN_AIRPORT_ID,16306
ORIGIN_AIRPORT_ID,16310
ORIGIN_AIRPORT_ID,16321
ORIGIN_AIRPORT_ID,16322
ORIGIN_AIRPORT_ID,16340
ORIGIN_AIRPORT_ID,16345
ORIGIN_AIRPORT_ID,16417
ORIGIN_AIRPORT_ID,16422
ORIGIN_AIRPORT_ID,16477
ORIGIN_AIRPORT_ID,16567
ORIGIN_AIRPORT_ID,16603
ORIGIN_AIRPORT_ID,16607
ORIGIN_AIRPORT_ID,16647
ORIGIN_AIRPORT_ID,16770
ORIGIN_AIRPORT_ID,16782
ORIGIN_AIRPORT_ID,16832
ORIGIN_AIRPORT_ID,16869
ORIGIN_AIRPORT_ID,16998
ORIGIN_AIRPORT_ID,17011
DEST_AIRPORT_ID,10005
DEST_AIRPORT_ID,10056
DEST_AIRPORT_ID,10135
DEST_AIRPORT_ID,10136
DEST_AIRPORT_ID,10139
DEST_AIRPORT_ID,10140
DEST_AIRPORT_ID,10141
DEST_AIRPORT_ID,10146
DEST_AIRPORT_ID,10148
DEST_AIRPORT_ID,10150
DEST_AIRPORT_ID,10154
DEST_AIRPORT_ID,10155
DEST_AIRPORT_ID,10157
DEST_AIRPORT_ID,10158
DEST_AIRPORT_ID,10160
DEST_AIRPORT_ID,10162
DEST_AIRPORT_ID,10165
DEST_AIRPORT_ID,10170
DEST_AIRPORT_ID,10184
DEST_AIRPORT_ID,10185
DEST_AIRPORT_ID,10194
DEST_AIRPORT_ID,10198
DEST_AIRPORT_ID,10204
DEST_AIRPORT_ID,10208
DEST_AIRPORT_ID,10210
DEST_AIRPORT_ID,10216
DEST_AIRPORT_ID,10221
DEST_AIRPORT_ID,10225
DEST_AIRPORT_ID,10237
DEST_AIRPORT_ID,10241
DEST_AIRPORT_ID,10243
DEST_AIRPORT_ID,10244
DEST_AIRPORT_ID,10245
DEST_AIRPORT_ID,10247
DEST_AIRPORT_ID,10257
DEST_AIRPORT_ID,10268
DEST_AIRPORT_ID,10272
DEST_AIRPORT_ID,10275
DEST_AIRPORT_ID,10278
DEST_AIRPORT_ID,10279
DEST_AIRPORT_ID,10280
DEST_AIRPORT_ID,10287
DEST_AIRPORT_ID,10292
DEST_AIRPORT_ID,10299
DEST_AIRPORT_ID,10304
DEST_AIRPORT_ID,10312
DEST_AIRPORT_ID,10313
DEST_AIRPORT_ID,10322
DEST_AIRPORT_ID,10324
DEST_AIRPORT_ID,10333
DEST_AIRPORT_ID,10338
DEST_AIRPORT_ID,10349
DEST_AIRPORT_ID,10357
DEST_AIRPORT_ID,10361
DEST_AIRPORT_ID,10371
DEST_AIRPORT_ID,10372
DEST_AIRPORT_ID,10394
DEST_AIRPORT_ID,10396
DEST_AIRPORT_ID,10397
DEST_AIRPORT_ID,10405
DEST_AIRPORT_ID,10408
DEST_AIRPORT_ID,10409
DEST_AIRPORT_ID,10411
DEST_AIRPORT_ID,10414
DEST_AIRPORT_ID,10415
DEST_AIRPORT_ID,10416
DEST_AIRPORT_ID,10423
DEST_AIRPORT_ID,10431
DEST_AIRPORT_ID,10434
DEST_AIRPORT_ID,10444
DEST_AIRPORT_ID,10448
DEST_AIRPORT_ID,10466
DEST_AIRPORT_ID,10469
DEST_AIRPORT_ID,10470
DEST_AIRPORT_ID,10480
DEST_AIRPORT_ID,10486
DEST_AIRPORT_ID,10517
DEST_AIRPORT_ID,10521
DEST_AIRPORT_ID,10529
DEST_AIRPORT_ID,10535
DEST_AIRPORT_ID,10540
DEST_AIRPORT_ID,10542
DEST_AIRPORT_ID,10545
DEST_AIRPORT_ID,10551
DEST_AIRPORT_ID,10556
DEST_AIRPORT_ID,10557
DEST_AIRPORT_ID,10558
DEST_AIRPORT_ID,10559
DEST_AIRPORT_ID,10561
DEST_AIRPORT_ID,10562
DEST_AIRPORT_ID,10568
DEST_AIRPORT_ID,10575
DEST_AIRPORT_ID,10577
DEST_AIRPORT_ID,10579
DEST_AIRPORT_ID,10581
DEST_AIRPORT_ID,10589
DEST_AIRPORT_ID,10590
DEST_AIRPORT_ID,10599
DEST_AIRPORT_ID,10608
DEST_AIRPORT_ID,10613
DEST_AIRPORT_ID,10617
DEST_AIRPORT_ID,10620
DEST_AIRPORT_ID,10621
DEST_AIRPORT_ID,10627
DEST_AIRPORT_ID,10631
DEST_AIRPORT_ID,10638
DEST_AIRPORT_ID,10640
DEST_AIRPORT_ID,10643
DEST_AIRPORT_ID,10654
DEST_AIRPORT_ID,10658
DEST_AIRPORT_ID,10661
DEST_AIRPORT_ID,10666
DEST_AIRPORT_ID,10676
DEST_AIRPORT_ID,10683
DEST_AIRPORT_ID,10685
DEST_AIRPORT_ID,10693
DEST_AIRPORT_ID,10696
DEST_AIRPORT_ID,10711
DEST_AIRPORT_ID,10713
DEST_AIRPORT_ID,10716
DEST_AIRPORT_ID,10717
DEST_AIRPORT_ID,10721
DEST_AIRPORT_ID,10728
DEST_AIRPORT_ID,10731
DEST_AIRPORT_ID,10732
DEST_AIRPORT_ID,10739
DEST_AIRPORT_ID,10744
DEST_AIRPORT_ID,10747
DEST_AIRPORT_ID,10752
DEST_AIRPORT_ID,10754
DEST_AIRPORT_ID,10758
DEST_AIRPORT_ID,10770
DEST_AIRPORT_ID,10775
DEST_AIRPORT_ID,10779
DEST_AIRPORT_ID,10781
DEST_AIRPORT_ID,10783
DEST_AIRPORT_ID,10785
DEST_AIRPORT_ID,10790
DEST_AIRPORT_ID,10792
DEST_AIRPORT_ID,10800
DEST_AIRPORT_ID,10821
DEST_AIRPORT_ID,10846
DEST_AIRPORT_ID,10849
DEST_AIRPORT_ID,10868
DEST_AIRPORT_ID,10872
DEST_AIRPORT_ID,10874
DEST_AIRPORT_ID,10877
DEST_AIRPORT_ID,10878
DEST_AIRPORT_ID,10910
DEST_AIRPORT_ID,10911
DEST_AIRPORT_ID,10917
DEST_AIRPORT_ID,10918
DEST_AIRPORT_ID,10920
DEST_AIRPORT_ID,10925
DEST_AIRPORT_ID,10926
DEST_AIRPORT_ID,10930
DEST_AIRPORT_ID,10938
DEST_AIRPORT_ID,10950
DEST_AIRPORT_ID,10951
DEST_AIRPORT_ID,10961
DEST_AIRPORT_ID,10967
DEST_AIRPORT_ID,10980
DEST_AIRPORT_ID,10990
DEST_AIRPORT_ID,10994
DEST_AIRPORT_ID,10996
DEST_AIRPORT_ID,11003
DEST_AIRPORT_ID,11007
DEST_AIRPORT_ID,11013
DEST_AIRPORT_ID,11016
DEST_AIRPORT_ID,11027
DEST_AIRPORT_ID,11028
DEST_AIRPORT_ID,11030
DEST_AIRPORT_ID,11032
DEST_AIRPORT_ID,11036
DEST_AIRPORT_ID,11041
DEST_AIRPORT_ID,11042
DEST_AIRPORT_ID,11049
DEST_AIRPORT_ID,11050
DEST_AIRPORT_ID,11052
DEST_AIRPORT_ID,11053
DEST_AIRPORT_ID,11057
DEST_AIRPORT_ID,11063
DEST_AIRPORT_ID,11066
DEST_AIRPORT_ID,11067
DEST_AIRPORT_ID,11070
DEST_AIRPORT_ID,11075
DEST_AIRPORT_ID,11076
DEST_AIRPORT_ID,11082
DEST_AIRPORT_ID,11085
DEST_AIRPORT_ID,11089
DEST_AIRPORT_ID,11092
DEST_AIRPORT_ID,11097
DEST_AIRPORT_ID,11109
DEST_AIRPORT_ID,11111
DEST_AIRPORT_ID,11118
DEST_AIRPORT_ID,11122
DEST_AIRPORT_ID,11126
DEST_AIRPORT_ID,11138
DEST_AIRPORT_ID,11140
DEST_AIRPORT_ID,11146
DEST_AIRPORT_ID,11150
DEST_AIRPORT_ID,11160
DEST_AIRPORT_ID,11164
DEST_AIRPORT_ID,11170
DEST_AIRPORT_ID,11172
DEST_AIRPORT_ID,11180
DEST_AIRPORT_ID,11185
DEST_AIRPORT_ID,11187
DEST_AIRPORT_ID,11193
DEST_AIRPORT_ID,11197
DEST_AIRPORT_ID,11203
DEST_AIRPORT_ID,11214
DEST_AIRPORT_ID,11216
DEST_AIRPORT_ID,11223
DEST_AIRPORT_ID,11225
DEST_AIRPORT_ID,11227
DEST_AIRPORT_ID,11233
DEST_AIRPORT_ID,11241
DEST_AIRPORT_ID,11244
DEST_AIRPORT_ID,11245
DEST_AIRPORT_ID,11252
DEST_AIRPORT_ID,11259
DEST_AIRPORT_ID,11267
DEST_AIRPORT_ID,11274
DEST_AIRPORT_ID,11276
DEST_AIRPORT_ID,11278
DEST_AIRPORT_ID,11283
DEST_AIRPORT_ID,11288
DEST_AIRPORT_ID,11290
DEST_AIRPORT_ID,11292
DEST_AIRPORT_ID,11298
DEST_AIRPORT_ID,11301
DEST_AIRPORT_ID,11308
DEST_AIRPORT_ID,11315
DEST_AIRPORT_ID,11332
DEST_AIRPORT_ID,11336
DEST_AIRPORT_ID,11337
DEST_AIRPORT_ID,11345
DEST_AIRPORT_ID,11348
DEST_AIRPORT_ID,11367
DEST_AIRPORT_ID,11369
DEST_AIRPORT_ID,11372
DEST_AIRPORT_ID,11381
DEST_AIRPORT_ID,11392
DEST_AIRPORT_ID,11398
DEST_AIRPORT_ID,11411
DEST_AIRPORT_ID,11413
DEST_AIRPORT_ID,11415
DEST_AIRPORT_ID,11421
DEST_AIRPORT_ID,11423
DEST_AIRPORT_ID,11431
DEST_AIRPORT_ID,11433
DEST_AIRPORT_ID,11435
DEST_AIRPORT_ID,11441
DEST_AIRPORT_ID,11444
DEST_AIRPORT_ID,11445
DEST_AIRPORT_ID,11447
DEST_AIRPORT_ID,11455
DEST_AIRPORT_ID,11463
DEST_AIRPORT_ID,11468
DEST_AIRPORT_ID,11470
DEST_AIRPORT_ID,11471
DEST_AIRPORT_ID,11481
DEST_AIRPORT_ID,11484
DEST_AIRPORT_ID,11488
DEST_AIRPORT_ID,11492
DEST_AIRPORT_ID,11495
DEST_AIRPORT_ID,11503
DEST_AIRPORT_ID,11511
DEST_AIRPORT_ID,11512
